course_num,dept,catalog_num,course_name,topic,section_type,section_num,open_seats,total_seats,reserves,percentage,time_recorded
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-18 16:58:54.838096"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:00:43.952341"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:07:41.218568"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:13:31.745637"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:19:41.684211"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:25:29.749559"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:31:38.312604"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:37:32.149455"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:43:19.167825"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:49:15.569679"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 07:55:05.739218"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-27 08:02:01.654606"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-28 06:58:33.563239"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-28 07:06:05.125084"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-28 07:12:33.432126"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-28 07:19:16.027154"
9173,POE,105,"Spring Breakthrough","INTERSECTN OF BIOLOGY & SCIFI",Lecture,1,20,20,No,0.0,"2021-10-28 07:25:42.665844"
