course_num,dept,catalog_num,course_name,topic,section_type,section_num,open_seats,total_seats,reserves,percentage,time_recorded
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 06:59:40.649335"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:06:46.194676"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:12:54.197778"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:18:45.708996"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:24:34.490566"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:31:06.725314"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:36:47.056472"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:42:45.962396"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:48:33.387386"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 07:54:32.234203"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-27 08:00:56.077487"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 06:57:44.486252"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:05:20.803445"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:11:50.235992"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:18:06.413580"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:24:51.841049"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:31:35.075329"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:38:26.219697"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:46:10.103730"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 07:54:51.839195"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-28 08:03:02.853213"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-29 07:05:52.392204"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-29 07:16:11.315608"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-29 07:23:56.530552"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-29 07:33:23.595636"
9359,MILITSCI,92L,"Leadership Laboratory - Spring Semester Only",-,Laboratory,01L,26,26,No,0.0,"2021-10-29 07:42:31.934664"
