course_num,dept,catalog_num,course_name,topic,section_type,section_num,open_seats,total_seats,reserves,percentage,time_recorded
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,40,40,No,0.0,"2021-10-18 16:59:31.950552"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:01:34.390779"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:08:09.938391"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:14:08.823730"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:19:57.836622"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:25:53.655277"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:32:13.714116"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:38:03.851284"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:43:47.125657"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:49:39.934037"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 07:55:39.011578"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-27 08:02:50.241147"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,39,40,No,2.5,"2021-10-28 06:59:06.584900"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,35,40,No,12.5,"2021-10-28 07:06:47.413827"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,35,40,No,12.5,"2021-10-28 07:13:04.393251"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,35,40,No,12.5,"2021-10-28 07:19:40.748735"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,35,40,No,12.5,"2021-10-28 07:26:15.712955"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,34,40,No,15.0,"2021-10-28 07:33:02.822979"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,34,40,No,15.0,"2021-10-28 07:39:45.231212"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,34,40,No,15.0,"2021-10-28 07:47:29.420650"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,34,40,No,15.0,"2021-10-28 07:56:09.889092"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,34,40,No,15.0,"2021-10-28 08:04:29.231814"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 07:07:28.249837"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 07:17:51.121830"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 07:26:11.282524"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 07:35:27.040009"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 07:44:56.142227"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 07:53:32.617118"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,31,40,No,22.5,"2021-10-29 08:02:18.319273"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:01:39.089922"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:08:26.616272"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:14:44.140267"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:21:05.157059"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:27:27.477780"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:33:44.526907"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:39:47.000841"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:46:14.804067"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:52:22.517703"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,29,40,No,27.5,"2021-11-01 07:58:29.714781"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:02:58.867529"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:09:40.610930"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:16:39.973901"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:23:13.940815"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:30:23.925220"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:38:01.887298"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:46:11.851829"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 07:54:49.400100"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,22,40,No,45.0,"2021-11-02 08:04:09.409673"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,21,40,No,47.5,"2021-11-03 17:10:17.799661"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,20,40,No,50.0,"2021-11-04 07:27:16.928391"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,20,40,No,50.0,"2021-11-04 07:33:42.615390"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,20,40,No,50.0,"2021-11-04 07:40:08.237680"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,20,40,No,50.0,"2021-11-04 07:46:47.405901"
3612,RUSSIAN,362,"Languages of the World",-,Lecture,1,20,40,No,50.0,"2021-11-04 07:53:06.568377"
